Tweet,Suicide
me: *sees a car crash* i wonder how they crashed,Potential Suicide post 
i just want to sleep so much has gone wrong in these 20 years and its still getting worse i can not change most of what is going on around me but it will invariably affect me i dont want to give it the chance so if i go and sleep and dont wake up i wont have to deal with it,Potential Suicide post 
@seerysm i'm always cheerful when it's sunny at ATL  means I'll get the heck away on time,Not Suicide post
Just booked @leawoodward and I in for 4D baby scan tomorrow - very exciting - can't wait to see our little girl,Not Suicide post
Liter spent so much money tonight and literally one of the worst nights in a looo g time literally about to straighâ¦ https://t.co/XEgK1zt0Xs,Potential Suicide post 
RT @Beebri97: @Quueenn_M Girl I wanna look this good when I'm pregnant lol. Congratulations beautiful! I hope it's a girl so she can be like u,Not Suicide post
@TonyWade @iantalbot I'm a size 5  but I have to wear orthotics in my footwear if I'm attempting to walk so I can get away with a 6,Not Suicide post
now my heart wants to die too i ve been struggling with depression trauma and suicidal thoughts for years but honestly things havent been as painful as they are now i am here sitting alone and alienated confused depressed miserable helpless and alone and honestly at this point i just hate life,Potential Suicide post 
@strekr Wasn't the Miami valley already frozen? It's WINTER!,Not Suicide post
@WyattEarpLA Iâm actually tired of this!!! Itâs like living in a home where the troubled  deceitful child always wiâ¦ https://t.co/qsFqOPfqJP,Potential Suicide post 
RT @floweryhillside: I donât want them to come for my account. Literally the only thing keeping me through the miserable existence that isâ¦,Potential Suicide post 
@DodgerBlueOPJ He is good! He's down in Florida for MTS. He graduates in late April...He really happy about this,Not Suicide post
@ddlovato i've been at school since yesterday ! GOOD MORNING DEMI LOVATO   im a fan from canada !,Not Suicide post
We were approved for a cute townhome so much closer to work! I'm so excited!,Not Suicide post
"RT @rosettalind55: @BrettCMajor1 I`m sick and tired of listening to @JustinTrudeau saying ""First and foremost  we`re all here to work for Câ¦",Potential Suicide post 
This is correct. I  for one  absolutely do not want to live in a country with these fucking chuds. And I believe 25â¦ https://t.co/968xex7emJ,Potential Suicide post 
I wish I still had my Simpsons shower radio.,Not Suicide post
I love everyone else while I hate myself,Potential Suicide post 
Tired of living like this,Potential Suicide post 
@missy1994 dude i am SO jealous! goin to buy some on thurs,Not Suicide post
@joemcintyre WELCOME TWEET&lt;3 LETS GET THIS!!!!!!!!!!!!,Not Suicide post
@Callmesynapse_ @Maddierawrk Thatâs not how it works and if you truly believe this then I feel sorry for you. We doâ¦ https://t.co/PIki5M0cHk,Potential Suicide post 
@spanx Happy Birthday  eat something good,Not Suicide post
@seamushayes ...it will only get worse come winter. The Chai at the Goldfish Bowl is the best out!,Not Suicide post
RT @jenanmoussa: I love to see Palestinians dancing and having fun. Good &amp;positive stories deserve to go viral as well.,Not Suicide post
https://t.co/6MPqRunPeX https://t.co/6MPqRunPeX,Potential Suicide post 
Ever feel like everyone's better off without you  because me fucking too. https://t.co/TcS3ZzrZoj,Potential Suicide post 
@markdan_03 nope  ahm.. preps for props,Not Suicide post
@TairrieB recorded what?,Not Suicide post
@Glinner what about twittering your task @rtm,Not Suicide post
--&gt; @katyperry in June (28) in Portugal!! I don't know... should I go? Or is just another catching song?!?,Not Suicide post
i want to be a painter,Not Suicide post
My Cowley Road E.P. has been re-released on itunes! If you don't have it  get it!,Not Suicide post
HOW DID I JUST GIVE UP ON SLEEPING IM NOT EVEN TRYING ANYMORE I HATE MYSELF DAMN,Potential Suicide post 
@Fortitia how's it cooking? looking forward to having a taste later.,Not Suicide post
200 words over with still more to write  lame. burritos for tea,Not Suicide post
phone againn,Not Suicide post
RT @mitchlafon: On This Day - November 12th 1976. Queen release single  Somebody to Love.,Potential Suicide post 
Its fucking cold ð© i hate working at 4 Am tf did i sign up for ð­why did i do this to myself damn it,Potential Suicide post 
@LozzaBlack About time! You should always listen to your wise friend Kate. She's the coolest!,Not Suicide post
"RT @NICKBOYNTON24: ""I donât want to die. But  you know  nothing is for certain. And Iâm tired of keeping quiet."" @PlayersTribune @CarBombBoâ¦",Potential Suicide post 
One month from today we'll be on that plane headin' for NY!!,Not Suicide post
@saraayk5  RT @jaemverse: i just dont want to be here anymore,Potential Suicide post 
@peterwalker78 www.youtube.com/Titomi15..WATCH THE VIDEOS COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me   Cheers x,Not Suicide post
- Iowa No. 2 in happy! Yea!,Not Suicide post
Damn really hate myself rn,Potential Suicide post 
@TdMPhotography Oh sorry would have replied earlier BUT was flickin thru my wonderful new book of ideas,Not Suicide post
RT @913Lucero: I wanna let it be known that if any of my homies ever  in your life feel like yâall alone or just tired of living. Iâm a texâ¦,Potential Suicide post 
@sarahstanley hey! doing well - looking forward to meeting up with you and @cultvines in DC!,Not Suicide post
@qwerxcvjkl  im done trying to be happy. it never helped and it never got approved by my parents. meaning i have to stop all of what makes me happy. and honestly  i dont want to try anymore. im just going to sit here and fail  and keep failing until one day  when death finally falls upon me.,Potential Suicide post 
@DuaneJackson tr.im are doing it with Nambu  bit.ly are doing it with Tweetdeck,Not Suicide post
Being a single mommy was never part of the plan but I wake up everyday and do my shitðªð¾,Potential Suicide post 
has only been awake two hours but would like to go back to sleep,Not Suicide post
@TomFelton its amazing! I saw it on Broadway with the original cast.,Not Suicide post
@Peerug you been puffing on that dragon again  ey?,Not Suicide post
@schulman Yes  I am obviously the only one at the National Aviary who answers the phone.,Not Suicide post
RT @BKSportsTalk: Glass half full/glass half empty: This #Mizzou team is legitimately pretty good. If you go by Sports Referenceâs âsimpleâ¦,Not Suicide post
time to turn off and go to sleep i think  its been a big day! Goodnight all,Not Suicide post
@katpaps Well  I must say  your comments have even got me thinking his hair looks rather sexy  so I doubt she has much chance to resist,Not Suicide post
RT @BarcaTimes: ð­ | Bartomeu: âToday he celebrates two further honours in a legendary career: A 5th Pichichi goalscorer award and the Di Stâ¦,Not Suicide post
@iwrotethis: Nope  you just caught me  cheers  I'm sure I will. Hope the sunshine holds out for you,Not Suicide post
@Shmerkle I went with CSI as my episode 3 of Dollhouse needed redownloading! Once that's done I can watch that then the rest,Not Suicide post
just had lovely cuddle with Tali Virgo,Not Suicide post
is home from the gym and is going to sit on her butt all day,Not Suicide post
...going for a four-mile night run....around the old B-52 bomber on Andersen. gotta tape my ankles!,Not Suicide post
Everything is temporary. EVIL EYES OFF SHIVRIT,Not Suicide post
@petesanderson A little of what you fancy does you good  I am told,Not Suicide post
after sickness back to work,Not Suicide post
I woke up feeling great.,Not Suicide post
he is not tired of everything.,Not Suicide post
@mousehunt hi,Not Suicide post
@cherryspoon Don't get upset by it  not worth it Besides if they do that with enough people  their accounts will not be so popular ;-),Not Suicide post
@carriee93 we just got a picture with my boyfriend. thats what that is,Not Suicide post
@Lady_Twitster Ah it's not the same since the old days when he of the orange-face was still around.,Not Suicide post
@k1tten lol supp it aint fucked,Not Suicide post
RT @CoreyBBrooks: Living in the Hood can be really tough. I am tired of losing people to the violence. I will not give up! https://t.co/zjYâ¦,Potential Suicide post 
I want to kill myself I really want to fucking kill myself im done,Potential Suicide post 
"""Oh somebody kill me please!",Potential Suicide post 
@PickNicole Yes  indeed. With copious amounts of whipped cream,Not Suicide post
i am empty i ve been focusing on school and work but every day i feel worse and worse last night i got blackout drunk didnt help made me feel even worse i know that my loneliness comes mostly from my conscious decisions cant live with people cant live without them the only reason i havent killed myself yet is that i fear the pain ,Potential Suicide post 
